Time;Yksiaikainen (kWh);Status;Temperature;Temperature;Yksiaikainen (kWh);Energy(kWh);Temperature
1.4.2022 00:00;0,42;Metered;-11,1;;;0,42;-11,1
1.4.2022 01:00;0,61;Metered;-12,1;;;0,61;-12,1
1.4.2022 02:00;0,13;Metered;-10,3;;;0,13;-10,3
1.4.2022 03:00;0,05;Metered;-9,2;;;0,05;-9,2
1.4.2022 04:00;0,11;Metered;-8,9;;;0,11;-8,9
1.4.2022 05:00;0,09;Metered;-8,5;;;0,09;-8,5
1.4.2022 06:00;0,07;Metered;-8,5;;;0,07;-8,5
1.4.2022 07:00;0,13;Metered;-8,5;;;0,13;-8,5
1.4.2022 08:00;0,23;Metered;-6,8;;;0,23;-6,8
1.4.2022 09:00;0,10;Metered;-5,6;;;0,10;-5,6
1.4.2022 10:00;0,27;Metered;-3,7;;;0,27;-3,7
1.4.2022 11:00;0,47;Metered;-2,1;;;0,47;-2,1
1.4.2022 12:00;0,35;Metered;-0,9;;;0,35;-0,9
1.4.2022 13:00;0,14;Metered;-0,4;;;0,14;-0,4
1.4.2022 14:00;0,66;Metered;-0,4;;;0,66;-0,4
1.4.2022 15:00;0,15;Metered;-0,2;;;0,15;-0,2
1.4.2022 16:00;0,08;Metered;-0,7;;;0,08;-0,7
1.4.2022 17:00;0,26;Metered;-1,2;;;0,26;-1,2
1.4.2022 18:00;0,16;Metered;-2,2;;;0,16;-2,2
1.4.2022 19:00;0,07;Metered;-3,4;;;0,07;-3,4
1.4.2022 20:00;0,11;Metered;-4,8;;;0,11;-4,8
1.4.2022 21:00;0,64;Metered;-8,2;;;0,64;-8,2
1.4.2022 22:00;0,59;Metered;-9,8;;;0,59;-9,8
1.4.2022 23:00;0,08;Metered;-10,1;;;0,08;-10,1
2.4.2022 00:00;0,22;Metered;-9,4;;;0,22;-9,4
2.4.2022 01:00;0,31;Metered;-8,4;;;0,31;-8,4
2.4.2022 02:00;0,60;Metered;-9,3;;;0,60;-9,3
2.4.2022 03:00;0,10;Metered;-10,2;;;0,10;-10,2
2.4.2022 04:00;0,06;Metered;-11,1;;;0,06;-11,1
2.4.2022 05:00;0,12;Metered;-11,2;;;0,12;-11,2
2.4.2022 06:00;0,07;Metered;-10,5;;;0,07;-10,5
2.4.2022 07:00;0,09;Metered;-9,1;;;0,09;-9,1
2.4.2022 08:00;0,10;Metered;-6,5;;;0,10;-6,5
2.4.2022 09:00;0,12;Metered;-4,4;;;0,12;-4,4
2.4.2022 10:00;0,59;Metered;-2,6;;;0,59;-2,6
2.4.2022 11:00;0,07;Metered;-1,1;;;0,07;-1,1
2.4.2022 12:00;0,33;Metered;0,1;;;0,33;0,1
2.4.2022 13:00;1,20;Metered;1,0;;;1,20;1,0
2.4.2022 14:00;0,17;Metered;0,4;;;0,17;0,4
2.4.2022 15:00;0,06;Metered;-1,5;;;0,06;-1,5
2.4.2022 16:00;0,12;Metered;-1,2;;;0,12;-1,2
2.4.2022 17:00;0,05;Metered;-0,5;;;0,05;-0,5
2.4.2022 18:00;0,10;Metered;-1,0;;;0,10;-1,0
2.4.2022 19:00;0,29;Metered;-2,1;;;0,29;-2,1
2.4.2022 20:00;0,94;Metered;-4,4;;;0,94;-4,4
2.4.2022 21:00;0,12;Metered;-6,0;;;0,12;-6,0
2.4.2022 22:00;0,16;Metered;-6,9;;;0,16;-6,9
2.4.2022 23:00;0,06;Metered;-7,4;;;0,06;-7,4
3.4.2022 00:00;0,46;Metered;-8,8;;;0,46;-8,8
3.4.2022 01:00;0,71;Metered;-9,0;;;0,71;-9,0
3.4.2022 02:00;0,10;Metered;-10,0;;;0,10;-10,0
3.4.2022 03:00;0,07;Metered;-10,9;;;0,07;-10,9
3.4.2022 04:00;0,10;Metered;-11,9;;;0,10;-11,9
3.4.2022 05:00;0,10;Metered;-12,1;;;0,10;-12,1
3.4.2022 06:00;0,08;Metered;-12,7;;;0,08;-12,7
3.4.2022 07:00;0,09;Metered;-12,9;;;0,09;-12,9
3.4.2022 08:00;0,06;Metered;-10,9;;;0,06;-10,9
3.4.2022 09:00;0,12;Metered;-5,8;;;0,12;-5,8
3.4.2022 10:00;0,47;Metered;-5,2;;;0,47;-5,2
3.4.2022 11:00;0,14;Metered;-3,6;;;0,14;-3,6
3.4.2022 12:00;0,15;Metered;-2,4;;;0,15;-2,4
3.4.2022 13:00;0,30;Metered;-2,3;;;0,30;-2,3
3.4.2022 14:00;0,39;Metered;-3,1;;;0,39;-3,1
3.4.2022 15:00;0,68;Metered;-3,5;;;0,68;-3,5
3.4.2022 16:00;0,83;Metered;-2,5;;;0,83;-2,5
3.4.2022 17:00;0,16;Metered;-2,7;;;0,16;-2,7
3.4.2022 18:00;0,10;Metered;-3,0;;;0,10;-3,0
3.4.2022 19:00;0,34;Metered;-3,8;;;0,34;-3,8
3.4.2022 20:00;0,19;Metered;-5,5;;;0,19;-5,5
3.4.2022 21:00;0,25;Metered;-8,4;;;0,25;-8,4
3.4.2022 22:00;0,14;Metered;-10,7;;;0,14;-10,7
3.4.2022 23:00;0,07;Metered;-12,4;;;0,07;-12,4
4.4.2022 00:00;0,36;Metered;-13,2;;;0,36;-13,2
4.4.2022 01:00;0,50;Metered;-14,2;;;0,50;-14,2
4.4.2022 02:00;0,39;Metered;-12,4;;;0,39;-12,4
4.4.2022 03:00;0,08;Metered;-11,3;;;0,08;-11,3
4.4.2022 04:00;0,07;Metered;-10,9;;;0,07;-10,9
4.4.2022 05:00;0,11;Metered;-10,9;;;0,11;-10,9
4.4.2022 06:00;0,06;Metered;-11,2;;;0,06;-11,2
4.4.2022 07:00;0,09;Metered;-11,8;;;0,09;-11,8
4.4.2022 08:00;0,21;Metered;-11,2;;;0,21;-11,2
4.4.2022 09:00;0,22;Metered;-8,7;;;0,22;-8,7
4.4.2022 10:00;0,10;Metered;-5,9;;;0,10;-5,9
4.4.2022 11:00;0,15;Metered;-3,9;;;0,15;-3,9
4.4.2022 12:00;0,13;Metered;-2,0;;;0,13;-2,0
4.4.2022 13:00;0,26;Metered;-0,1;;;0,26;-0,1
4.4.2022 14:00;0,11;Metered;0,0;;;0,11;0,0
4.4.2022 15:00;0,14;Metered;0,3;;;0,14;0,3
4.4.2022 16:00;0,30;Metered;0,4;;;0,30;0,4
4.4.2022 17:00;0,13;Metered;-0,1;;;0,13;-0,1
4.4.2022 18:00;0,08;Metered;-1,2;;;0,08;-1,2
4.4.2022 19:00;0,07;Metered;-2,0;;;0,07;-2,0
4.4.2022 20:00;0,45;Metered;-3,1;;;0,45;-3,1
4.4.2022 21:00;0,16;Metered;-3,6;;;0,16;-3,6
4.4.2022 22:00;0,14;Metered;-3,7;;;0,14;-3,7
4.4.2022 23:00;0,07;Metered;-3,7;;;0,07;-3,7
5.4.2022 00:00;0,44;Metered;-3,8;;;0,44;-3,8
5.4.2022 01:00;0,60;Metered;-3,9;;;0,60;-3,9
5.4.2022 02:00;0,13;Metered;-4,0;;;0,13;-4,0
5.4.2022 03:00;0,05;Metered;-4,2;;;0,05;-4,2
5.4.2022 04:00;0,11;Metered;-4,5;;;0,11;-4,5
5.4.2022 05:00;0,06;Metered;-4,4;;;0,06;-4,4
5.4.2022 06:00;0,12;Metered;-4,6;;;0,12;-4,6
5.4.2022 07:00;0,28;Metered;-4,7;;;0,28;-4,7
5.4.2022 08:00;0,12;Metered;-4,4;;;0,12;-4,4
5.4.2022 09:00;0,37;Metered;-3,7;;;0,37;-3,7
5.4.2022 10:00;0,24;Metered;-3,3;;;0,24;-3,3
5.4.2022 11:00;0,40;Metered;-2,7;;;0,40;-2,7
5.4.2022 12:00;0,20;Metered;-2,4;;;0,20;-2,4
5.4.2022 13:00;0,80;Metered;-2,0;;;0,80;-2,0
5.4.2022 14:00;1,04;Metered;-2,4;;;1,04;-2,4
5.4.2022 15:00;0,17;Metered;-2,9;;;0,17;-2,9
5.4.2022 16:00;0,27;Metered;-2,4;;;0,27;-2,4
5.4.2022 17:00;0,14;Metered;-2,1;;;0,14;-2,1
5.4.2022 18:00;0,10;Metered;-0,5;;;0,10;-0,5
5.4.2022 19:00;0,86;Metered;1,1;;;0,86;1,1
5.4.2022 20:00;0,45;Metered;0,8;;;0,45;0,8
5.4.2022 21:00;0,15;Metered;0,5;;;0,15;0,5
5.4.2022 22:00;0,58;Metered;0,4;;;0,58;0,4
5.4.2022 23:00;0,63;Metered;0,5;;;0,63;0,5
6.4.2022 00:00;0,08;Metered;0,5;;;0,08;0,5
6.4.2022 01:00;0,13;Metered;0,5;;;0,13;0,5
6.4.2022 02:00;0,07;Metered;0,5;;;0,07;0,5
6.4.2022 03:00;0,11;Metered;0,5;;;0,11;0,5
6.4.2022 04:00;0,06;Metered;0,3;;;0,06;0,3
6.4.2022 05:00;0,12;Metered;0,6;;;0,12;0,6
6.4.2022 06:00;0,06;Metered;0,5;;;0,06;0,5
6.4.2022 07:00;0,13;Metered;-0,5;;;0,13;-0,5
6.4.2022 08:00;0,11;Metered;0,3;;;0,11;0,3
6.4.2022 09:00;0,66;Metered;-0,1;;;0,66;-0,1
6.4.2022 10:00;0,24;Metered;0,6;;;0,24;0,6
6.4.2022 11:00;0,20;Metered;0,4;;;0,20;0,4
6.4.2022 12:00;0,85;Metered;1,2;;;0,85;1,2
6.4.2022 13:00;0,24;Metered;0,6;;;0,24;0,6
6.4.2022 14:00;0,11;Metered;1,1;;;0,11;1,1
6.4.2022 15:00;0,14;Metered;0,2;;;0,14;0,2
6.4.2022 16:00;0,08;Metered;-0,5;;;0,08;-0,5
6.4.2022 17:00;0,15;Metered;-1,1;;;0,15;-1,1
6.4.2022 18:00;0,08;Metered;-1,2;;;0,08;-1,2
6.4.2022 19:00;0,14;Metered;-1,8;;;0,14;-1,8
6.4.2022 20:00;0,33;Metered;-2,6;;;0,33;-2,6
6.4.2022 21:00;0,22;Metered;-3,5;;;0,22;-3,5
6.4.2022 22:00;0,07;Metered;-3,7;;;0,07;-3,7
6.4.2022 23:00;0,14;Metered;-4,7;;;0,14;-4,7
7.4.2022 00:00;0,22;Metered;-4,5;;;0,22;-4,5
7.4.2022 01:00;0,50;Metered;-4,5;;;0,50;-4,5
7.4.2022 02:00;0,57;Metered;-5,2;;;0,57;-5,2
7.4.2022 03:00;0,13;Metered;-5,5;;;0,13;-5,5
7.4.2022 04:00;0,09;Metered;-5,3;;;0,09;-5,3
7.4.2022 05:00;0,13;Metered;-5,3;;;0,13;-5,3
7.4.2022 06:00;0,09;Metered;-5,2;;;0,09;-5,2
7.4.2022 07:00;0,13;Metered;-4,8;;;0,13;-4,8
7.4.2022 08:00;0,13;Metered;-4,1;;;0,13;-4,1
7.4.2022 09:00;0,15;Metered;-3,6;;;0,15;-3,6
7.4.2022 10:00;0,21;Metered;-2,3;;;0,21;-2,3
7.4.2022 11:00;0,25;Metered;-2,0;;;0,25;-2,0
7.4.2022 12:00;0,81;Metered;-0,7;;;0,81;-0,7
7.4.2022 13:00;0,58;Metered;0,0;;;0,58;0,0
7.4.2022 14:00;0,14;Metered;0,8;;;0,14;0,8
7.4.2022 15:00;0,17;Metered;1,2;;;0,17;1,2
7.4.2022 16:00;0,46;Metered;2,0;;;0,46;2,0
7.4.2022 17:00;0,16;Metered;2,4;;;0,16;2,4
7.4.2022 18:00;0,09;Metered;3,1;;;0,09;3,1
7.4.2022 19:00;0,86;Metered;2,2;;;0,86;2,2
7.4.2022 20:00;0,96;Metered;1,7;;;0,96;1,7
7.4.2022 21:00;0,17;Metered;-0,3;;;0,17;-0,3
7.4.2022 22:00;0,12;Metered;-1,7;;;0,12;-1,7
7.4.2022 23:00;0,06;Metered;-2,2;;;0,06;-2,2
8.4.2022 00:00;0,25;Metered;-3,0;;;0,25;-3,0
8.4.2022 01:00;0,41;Metered;-3,1;;;0,41;-3,1
8.4.2022 02:00;0,62;Metered;-3,8;;;0,62;-3,8
8.4.2022 03:00;0,06;Metered;-3,8;;;0,06;-3,8
8.4.2022 04:00;0,13;Metered;-4,0;;;0,13;-4,0
8.4.2022 05:00;0,07;Metered;-3,1;;;0,07;-3,1
8.4.2022 06:00;0,13;Metered;-3,1;;;0,13;-3,1
8.4.2022 07:00;0,10;Metered;-2,3;;;0,10;-2,3
8.4.2022 08:00;0,21;Metered;-1,6;;;0,21;-1,6
8.4.2022 09:00;0,07;Metered;-0,7;;;0,07;-0,7
8.4.2022 10:00;0,24;Metered;0,4;;;0,24;0,4
8.4.2022 11:00;0,37;Metered;1,2;;;0,37;1,2
8.4.2022 12:00;0,17;Metered;0,8;;;0,17;0,8
8.4.2022 13:00;0,13;Metered;1,7;;;0,13;1,7
8.4.2022 14:00;0,69;Metered;2,7;;;0,69;2,7
8.4.2022 15:00;0,10;Metered;2,8;;;0,10;2,8
8.4.2022 16:00;0,11;Metered;2,6;;;0,11;2,6
8.4.2022 17:00;0,06;Metered;2,9;;;0,06;2,9
8.4.2022 18:00;0,10;Metered;3,0;;;0,10;3,0
8.4.2022 19:00;0,06;Metered;2,4;;;0,06;2,4
8.4.2022 20:00;0,65;Metered;1,8;;;0,65;1,8
8.4.2022 21:00;0,21;Metered;1,8;;;0,21;1,8
8.4.2022 22:00;0,10;Metered;1,9;;;0,10;1,9
8.4.2022 23:00;0,10;Metered;2,1;;;0,10;2,1
9.4.2022 00:00;0,21;Metered;2,0;;;0,21;2,0
9.4.2022 01:00;0,43;Metered;1,6;;;0,43;1,6
9.4.2022 02:00;0,56;Metered;1,3;;;0,56;1,3
9.4.2022 03:00;0,07;Metered;1,5;;;0,07;1,5
9.4.2022 04:00;0,10;Metered;2,1;;;0,10;2,1
9.4.2022 05:00;0,05;Metered;2,5;;;0,05;2,5
9.4.2022 06:00;0,12;Metered;2,6;;;0,12;2,6
9.4.2022 07:00;0,06;Metered;2,5;;;0,06;2,5
9.4.2022 08:00;0,14;Metered;1,4;;;0,14;1,4
9.4.2022 09:00;0,49;Metered;1,1;;;0,49;1,1
9.4.2022 10:00;0,11;Metered;2,0;;;0,11;2,0
9.4.2022 11:00;1,03;Metered;2,4;;;1,03;2,4
9.4.2022 12:00;0,77;Metered;3,0;;;0,77;3,0
9.4.2022 13:00;0,73;Metered;3,9;;;0,73;3,9
9.4.2022 14:00;0,10;Metered;3,7;;;0,10;3,7
9.4.2022 15:00;0,13;Metered;4,3;;;0,13;4,3
9.4.2022 16:00;0,11;Metered;5,2;;;0,11;5,2
9.4.2022 17:00;0,11;Metered;5,1;;;0,11;5,1
9.4.2022 18:00;0,20;Metered;2,8;;;0,20;2,8
9.4.2022 19:00;0,15;Metered;2,6;;;0,15;2,6
9.4.2022 20:00;0,11;Metered;1,4;;;0,11;1,4
9.4.2022 21:00;0,19;Metered;-0,6;;;0,19;-0,6
9.4.2022 22:00;0,25;Metered;0,0;;;0,25;0,0
9.4.2022 23:00;0,07;Metered;-0,4;;;0,07;-0,4
10.4.2022 00:00;0,31;Metered;-1,1;;;0,31;-1,1
10.4.2022 01:00;0,63;Metered;-1,5;;;0,63;-1,5
10.4.2022 02:00;0,24;Metered;-0,4;;;0,24;-0,4
10.4.2022 03:00;0,07;Metered;-0,8;;;0,07;-0,8
10.4.2022 04:00;0,13;Metered;-1,6;;;0,13;-1,6
10.4.2022 05:00;0,07;Metered;-1,8;;;0,07;-1,8
10.4.2022 06:00;0,11;Metered;-1,6;;;0,11;-1,6
10.4.2022 07:00;0,07;Metered;-1,1;;;0,07;-1,1
10.4.2022 08:00;0,12;Metered;-0,1;;;0,12;-0,1
10.4.2022 09:00;0,53;Metered;1,2;;;0,53;1,2
10.4.2022 10:00;0,53;Metered;1,2;;;0,53;1,2
10.4.2022 11:00;1,02;Metered;2,0;;;1,02;2,0
10.4.2022 12:00;0,20;Metered;3,3;;;0,20;3,3
10.4.2022 13:00;0,15;Metered;2,5;;;0,15;2,5
10.4.2022 14:00;0,15;Metered;3,6;;;0,15;3,6
10.4.2022 15:00;0,08;Metered;3,9;;;0,08;3,9
10.4.2022 16:00;0,15;Metered;3,5;;;0,15;3,5
10.4.2022 17:00;0,06;Metered;3,4;;;0,06;3,4
10.4.2022 18:00;0,12;Metered;4,2;;;0,12;4,2
10.4.2022 19:00;0,05;Metered;1,0;;;0,05;1,0
10.4.2022 20:00;0,11;Metered;1,0;;;0,11;1,0
10.4.2022 21:00;0,32;Metered;0,6;;;0,32;0,6
10.4.2022 22:00;0,10;Metered;0,2;;;0,10;0,2
10.4.2022 23:00;0,10;Metered;0,1;;;0,10;0,1
11.4.2022 00:00;0,22;Metered;0,0;;;0,22;0,0
11.4.2022 01:00;0,45;Metered;-0,5;;;0,45;-0,5
11.4.2022 02:00;0,55;Metered;-1,2;;;0,55;-1,2
11.4.2022 03:00;0,12;Metered;-1,4;;;0,12;-1,4
11.4.2022 04:00;0,05;Metered;-2,3;;;0,05;-2,3
11.4.2022 05:00;0,10;Metered;-2,6;;;0,10;-2,6
11.4.2022 06:00;0,06;Metered;-3,0;;;0,06;-3,0
11.4.2022 07:00;0,28;Metered;-1,9;;;0,28;-1,9
11.4.2022 08:00;0,08;Metered;-0,7;;;0,08;-0,7
11.4.2022 09:00;0,41;Metered;-0,1;;;0,41;-0,1
11.4.2022 10:00;0,22;Metered;-0,8;;;0,22;-0,8
11.4.2022 11:00;0,08;Metered;-1,8;;;0,08;-1,8
11.4.2022 12:00;0,19;Metered;1,0;;;0,19;1,0
11.4.2022 13:00;0,27;Metered;2,5;;;0,27;2,5
11.4.2022 14:00;0,17;Metered;2,7;;;0,17;2,7
11.4.2022 15:00;0,10;Metered;3,9;;;0,10;3,9
11.4.2022 16:00;0,16;Metered;4,3;;;0,16;4,3
11.4.2022 17:00;0,11;Metered;4,2;;;0,11;4,2
11.4.2022 18:00;0,31;Metered;3,3;;;0,31;3,3
11.4.2022 19:00;0,13;Metered;2,6;;;0,13;2,6
11.4.2022 20:00;0,22;Metered;2,0;;;0,22;2,0
11.4.2022 21:00;0,12;Metered;1,4;;;0,12;1,4
11.4.2022 22:00;0,10;Metered;0,4;;;0,10;0,4
11.4.2022 23:00;0,26;Metered;-1,5;;;0,26;-1,5
12.4.2022 00:00;0,47;Metered;-0,6;;;0,47;-0,6
12.4.2022 01:00;0,59;Metered;-1,7;;;0,59;-1,7
12.4.2022 02:00;0,06;Metered;-2,1;;;0,06;-2,1
12.4.2022 03:00;0,12;Metered;-2,9;;;0,12;-2,9
12.4.2022 04:00;0,07;Metered;-3,6;;;0,07;-3,6
12.4.2022 05:00;0,11;Metered;-3,3;;;0,11;-3,3
12.4.2022 06:00;0,09;Metered;-3,8;;;0,09;-3,8
12.4.2022 07:00;0,51;Metered;-3,8;;;0,51;-3,8
12.4.2022 08:00;0,07;Metered;-2,1;;;0,07;-2,1
12.4.2022 09:00;0,36;Metered;1,0;;;0,36;1,0
12.4.2022 10:00;0,70;Metered;2,5;;;0,70;2,5
12.4.2022 11:00;0,15;Metered;2,0;;;0,15;2,0
12.4.2022 12:00;0,11;Metered;3,5;;;0,11;3,5
12.4.2022 13:00;0,37;Metered;4,2;;;0,37;4,2
12.4.2022 14:00;0,34;Metered;5,1;;;0,34;5,1
12.4.2022 15:00;0,13;Metered;4,1;;;0,13;4,1
12.4.2022 16:00;0,20;Metered;3,8;;;0,20;3,8
12.4.2022 17:00;0,31;Metered;3,3;;;0,31;3,3
12.4.2022 18:00;0,08;Metered;2,0;;;0,08;2,0
12.4.2022 19:00;0,09;Metered;1,2;;;0,09;1,2
12.4.2022 20:00;0,47;Metered;-0,2;;;0,47;-0,2
12.4.2022 21:00;0,22;Metered;-2,1;;;0,22;-2,1
12.4.2022 22:00;0,10;Metered;-2,7;;;0,10;-2,7
12.4.2022 23:00;0,10;Metered;-3,7;;;0,10;-3,7
13.4.2022 00:00;0,43;Metered;-3,5;;;0,43;-3,5
13.4.2022 01:00;0,66;Metered;-2,5;;;0,66;-2,5
13.4.2022 02:00;0,07;Metered;-3,5;;;0,07;-3,5
13.4.2022 03:00;0,12;Metered;-4,4;;;0,12;-4,4
13.4.2022 04:00;0,07;Metered;-5,0;;;0,07;-5,0
13.4.2022 05:00;0,10;Metered;-4,7;;;0,10;-4,7
13.4.2022 06:00;0,09;Metered;-5,1;;;0,09;-5,1
13.4.2022 07:00;0,60;Metered;-4,2;;;0,60;-4,2
13.4.2022 08:00;0,12;Metered;-1,7;;;0,12;-1,7
13.4.2022 09:00;0,07;Metered;0,1;;;0,07;0,1
13.4.2022 10:00;0,13;Metered;2,2;;;0,13;2,2
13.4.2022 11:00;0,09;Metered;3,7;;;0,09;3,7
13.4.2022 12:00;0,18;Metered;5,3;;;0,18;5,3
13.4.2022 13:00;0,12;Metered;6,4;;;0,12;6,4
13.4.2022 14:00;0,08;Metered;6,2;;;0,08;6,2
13.4.2022 15:00;0,50;Metered;6,2;;;0,50;6,2
13.4.2022 16:00;0,07;Metered;6,1;;;0,07;6,1
13.4.2022 17:00;0,31;Metered;6,8;;;0,31;6,8
13.4.2022 18:00;0,93;Metered;5,9;;;0,93;5,9
13.4.2022 19:00;0,11;Metered;5,4;;;0,11;5,4
13.4.2022 20:00;0,21;Metered;2,6;;;0,21;2,6
13.4.2022 21:00;0,11;Metered;-0,1;;;0,11;-0,1
13.4.2022 22:00;0,16;Metered;-0,1;;;0,16;-0,1
13.4.2022 23:00;0,07;Metered;2,6;;;0,07;2,6
14.4.2022 00:00;0,33;Metered;1,5;;;0,33;1,5
14.4.2022 01:00;0,44;Metered;1,6;;;0,44;1,6
14.4.2022 02:00;0,57;Metered;0,8;;;0,57;0,8
14.4.2022 03:00;0,11;Metered;1,4;;;0,11;1,4
14.4.2022 04:00;0,07;Metered;1,4;;;0,07;1,4
14.4.2022 05:00;0,11;Metered;1,2;;;0,11;1,2
14.4.2022 06:00;0,06;Metered;0,8;;;0,06;0,8
14.4.2022 07:00;0,10;Metered;1,1;;;0,10;1,1
14.4.2022 08:00;0,57;Metered;2,7;;;0,57;2,7
14.4.2022 09:00;0,25;Metered;3,5;;;0,25;3,5
14.4.2022 10:00;0,07;Metered;3,1;;;0,07;3,1
14.4.2022 11:00;0,06;Metered;3,3;;;0,06;3,3
14.4.2022 12:00;0,10;Metered;2,7;;;0,10;2,7
14.4.2022 13:00;0,50;Metered;0,8;;;0,50;0,8
14.4.2022 14:00;0,09;Metered;1,3;;;0,09;1,3
14.4.2022 15:00;0,08;Metered;1,0;;;0,08;1,0
14.4.2022 16:00;0,08;Metered;1,3;;;0,08;1,3
14.4.2022 17:00;0,10;Metered;1,5;;;0,10;1,5
14.4.2022 18:00;0,87;Metered;2,0;;;0,87;2,0
14.4.2022 19:00;0,11;Metered;2,1;;;0,11;2,1
14.4.2022 20:00;0,12;Metered;2,0;;;0,12;2,0
14.4.2022 21:00;0,10;Metered;0,2;;;0,10;0,2
14.4.2022 22:00;0,10;Metered;-0,4;;;0,10;-0,4
14.4.2022 23:00;0,34;Metered;-0,7;;;0,34;-0,7
15.4.2022 00:00;0,50;Metered;0,0;;;0,50;0,0
15.4.2022 01:00;0,35;Metered;-0,7;;;0,35;-0,7
15.4.2022 02:00;0,06;Metered;-1,5;;;0,06;-1,5
15.4.2022 03:00;0,11;Metered;-1,9;;;0,11;-1,9
15.4.2022 04:00;0,06;Metered;-2,1;;;0,06;-2,1
15.4.2022 05:00;0,08;Metered;-2,6;;;0,08;-2,6
15.4.2022 06:00;0,09;Metered;-2,7;;;0,09;-2,7
15.4.2022 07:00;0,21;Metered;-2,6;;;0,21;-2,6
15.4.2022 08:00;0,12;Metered;-1,4;;;0,12;-1,4
15.4.2022 09:00;0,05;Metered;0,1;;;0,05;0,1
15.4.2022 10:00;0,09;Metered;2,1;;;0,09;2,1
15.4.2022 11:00;0,09;Metered;3,4;;;0,09;3,4
15.4.2022 12:00;0,06;Metered;4,5;;;0,06;4,5
15.4.2022 13:00;0,08;Metered;5,1;;;0,08;5,1
15.4.2022 14:00;0,05;Metered;5,3;;;0,05;5,3
15.4.2022 15:00;0,10;Metered;5,5;;;0,10;5,5
15.4.2022 16:00;0,08;Metered;5,7;;;0,08;5,7
15.4.2022 17:00;0,05;Metered;4,5;;;0,05;4,5
15.4.2022 18:00;0,09;Metered;5,0;;;0,09;5,0
15.4.2022 19:00;0,06;Metered;5,1;;;0,06;5,1
15.4.2022 20:00;0,09;Metered;2,9;;;0,09;2,9
15.4.2022 21:00;0,07;Metered;2,0;;;0,07;2,0
15.4.2022 22:00;0,06;Metered;0,7;;;0,06;0,7
15.4.2022 23:00;0,10;Metered;-0,3;;;0,10;-0,3
16.4.2022 00:00;0,05;Metered;-2,0;;;0,05;-2,0
16.4.2022 01:00;0,08;Metered;-2,7;;;0,08;-2,7
16.4.2022 02:00;0,08;Metered;-3,2;;;0,08;-3,2
16.4.2022 03:00;0,07;Metered;-3,6;;;0,07;-3,6
16.4.2022 04:00;0,09;Metered;-4,7;;;0,09;-4,7
16.4.2022 05:00;0,04;Metered;-5,1;;;0,04;-5,1
16.4.2022 06:00;0,09;Metered;-5,3;;;0,09;-5,3
16.4.2022 07:00;0,09;Metered;-4,2;;;0,09;-4,2
16.4.2022 08:00;0,05;Metered;-2,1;;;0,05;-2,1
16.4.2022 09:00;0,09;Metered;0,3;;;0,09;0,3
16.4.2022 10:00;0,06;Metered;2,9;;;0,06;2,9
16.4.2022 11:00;0,09;Metered;5,8;;;0,09;5,8
16.4.2022 12:00;0,07;Metered;7,4;;;0,07;7,4
16.4.2022 13:00;0,05;Metered;7,7;;;0,05;7,7
16.4.2022 14:00;0,10;Metered;7,2;;;0,10;7,2
16.4.2022 15:00;0,06;Metered;7,8;;;0,06;7,8
16.4.2022 16:00;0,07;Metered;7,1;;;0,07;7,1
16.4.2022 17:00;0,09;Metered;6,6;;;0,09;6,6
16.4.2022 18:00;0,05;Metered;6,3;;;0,05;6,3
16.4.2022 19:00;0,10;Metered;5,6;;;0,10;5,6
16.4.2022 20:00;0,06;Metered;3,9;;;0,06;3,9
16.4.2022 21:00;0,06;Metered;1,9;;;0,06;1,9
16.4.2022 22:00;0,10;Metered;0,2;;;0,10;0,2
16.4.2022 23:00;0,05;Metered;-0,2;;;0,05;-0,2
17.4.2022 00:00;0,09;Metered;-1,4;;;0,09;-1,4
17.4.2022 01:00;0,06;Metered;-2,5;;;0,06;-2,5
17.4.2022 02:00;0,08;Metered;-2,7;;;0,08;-2,7
17.4.2022 03:00;0,10;Metered;-3,0;;;0,10;-3,0
17.4.2022 04:00;0,04;Metered;-3,3;;;0,04;-3,3
17.4.2022 05:00;0,09;Metered;-3,6;;;0,09;-3,6
17.4.2022 06:00;0,06;Metered;-3,5;;;0,06;-3,5
17.4.2022 07:00;0,09;Metered;-2,4;;;0,09;-2,4
17.4.2022 08:00;0,08;Metered;1,0;;;0,08;1,0
17.4.2022 09:00;0,04;Metered;2,4;;;0,04;2,4
17.4.2022 10:00;0,10;Metered;3,9;;;0,10;3,9
17.4.2022 11:00;0,07;Metered;5,3;;;0,07;5,3
17.4.2022 12:00;0,07;Metered;6,5;;;0,07;6,5
17.4.2022 13:00;0,08;Metered;7,0;;;0,08;7,0
17.4.2022 14:00;0,05;Metered;6,8;;;0,05;6,8
17.4.2022 15:00;0,10;Metered;6,2;;;0,10;6,2
17.4.2022 16:00;0,06;Metered;5,3;;;0,06;5,3
17.4.2022 17:00;0,06;Metered;4,9;;;0,06;4,9
17.4.2022 18:00;0,10;Metered;4,5;;;0,10;4,5
17.4.2022 19:00;0,05;Metered;4,7;;;0,05;4,7
17.4.2022 20:00;0,09;Metered;3,4;;;0,09;3,4
17.4.2022 21:00;0,06;Metered;2,1;;;0,06;2,1
17.4.2022 22:00;0,08;Metered;3,1;;;0,08;3,1
17.4.2022 23:00;0,10;Metered;0,8;;;0,10;0,8
18.4.2022 00:00;0,04;Metered;-0,1;;;0,04;-0,1
