Time;Yksiaikainen (kWh);Status;Temperature;Temperature;Yksiaikainen (kWh);Energy(kWh);Temperature
29.5.2024 18:00;;Missing;;21,9;0,10;0,10;21,9
29.5.2024 19:00;;Missing;;20,9;0,08;0,08;20,9
29.5.2024 20:00;;Missing;;19,4;0,20;0,20;19,4
29.5.2024 21:00;;Missing;;17,7;0,34;0,34;17,7
29.5.2024 22:00;;Missing;;15,1;0,25;0,25;15,1
29.5.2024 23:00;;Missing;;13,5;0,20;0,20;13,5
30.5.2024 00:00;;Missing;;10,6;0,17;0,17;10,6
30.5.2024 01:00;;Missing;;10,2;0,40;0,40;10,2
30.5.2024 02:00;;Missing;;9,6;0,50;0,50;9,6
30.5.2024 03:00;;Missing;;9,7;0,63;0,63;9,7
30.5.2024 04:00;;Missing;;11,2;0,17;0,17;11,2
30.5.2024 05:00;;Missing;;12,1;0,17;0,17;12,1
30.5.2024 06:00;;Missing;;13,6;0,17;0,17;13,6
30.5.2024 07:00;;Missing;;15,5;0,16;0,16;15,5
30.5.2024 08:00;;Missing;;17,1;0,19;0,19;17,1
30.5.2024 09:00;;Missing;;19,2;0,34;0,34;19,2
30.5.2024 10:00;;Missing;;21,1;0,58;0,58;21,1
30.5.2024 11:00;;Missing;;23,8;0,23;0,23;23,8
30.5.2024 12:00;;Missing;;25,6;0,44;0,44;25,6
30.5.2024 13:00;;Missing;;26,5;0,21;0,21;26,5
30.5.2024 14:00;;Missing;;27,8;0,15;0,15;27,8
30.5.2024 15:00;;Missing;;28,2;0,08;0,08;28,2
30.5.2024 16:00;;Missing;;24,7;0,11;0,11;24,7
30.5.2024 17:00;;Missing;;27,7;0,25;0,25;27,7
30.5.2024 18:00;;Missing;;26,4;0,26;0,26;26,4
30.5.2024 19:00;;Missing;;25,8;0,38;0,38;25,8
30.5.2024 20:00;;Missing;;23,1;0,37;0,37;23,1
30.5.2024 21:00;;Missing;;20,6;0,30;0,30;20,6
30.5.2024 22:00;;Missing;;18,1;0,37;0,37;18,1
30.5.2024 23:00;;Missing;;15,7;0,25;0,25;15,7
31.5.2024 00:00;;Missing;;13,4;0,71;0,71;13,4
31.5.2024 01:00;;Missing;;12,9;0,67;0,67;12,9
31.5.2024 02:00;;Missing;;13,8;0,17;0,17;13,8
31.5.2024 03:00;;Missing;;13,3;0,16;0,16;13,3
31.5.2024 04:00;;Missing;;13,8;0,16;0,16;13,8
31.5.2024 05:00;;Missing;;14,5;0,16;0,16;14,5
31.5.2024 06:00;;Missing;;15,1;0,15;0,15;15,1
31.5.2024 07:00;;Missing;;16,2;0,32;0,32;16,2
31.5.2024 08:00;;Missing;;18,4;0,28;0,28;18,4
31.5.2024 09:00;;Missing;;19,5;0,56;0,56;19,5
31.5.2024 10:00;;Missing;;23,0;0,79;0,79;23,0
31.5.2024 11:00;;Missing;;24,3;0,29;0,29;24,3
31.5.2024 12:00;;Missing;;22,7;0,49;0,49;22,7
31.5.2024 13:00;;Missing;;24,2;0,22;0,22;24,2
31.5.2024 14:00;;Missing;;25,1;0,33;0,33;25,1
31.5.2024 15:00;;Missing;;24,7;0,78;0,78;24,7
31.5.2024 16:00;;Missing;;25,1;0,25;0,25;25,1
31.5.2024 17:00;;Missing;;24,5;0,41;0,41;24,5
31.5.2024 18:00;;Missing;;24,3;0,39;0,39;24,3
31.5.2024 19:00;;Missing;;24,1;0,19;0,19;24,1
31.5.2024 20:00;;Missing;;24,0;0,15;0,15;24,0
31.5.2024 21:00;;Missing;;23,1;0,17;0,17;23,1
31.5.2024 22:00;;Missing;;18,6;0,16;0,16;18,6
31.5.2024 23:00;;Missing;;16,2;0,23;0,23;16,2
1.6.2024 00:00;;Missing;;14,3;0,21;0,21;14,3
1.6.2024 01:00;;Missing;;13,9;0,74;0,74;13,9
1.6.2024 02:00;;Missing;;13,3;0,24;0,24;13,3
1.6.2024 03:00;;Missing;;12,5;0,82;0,82;12,5
1.6.2024 04:00;;Missing;;12,1;0,66;0,66;12,1
1.6.2024 05:00;;Missing;;12,2;0,17;0,17;12,2
1.6.2024 06:00;;Missing;;14,5;0,19;0,19;14,5
1.6.2024 07:00;;Missing;;17,8;0,39;0,39;17,8
1.6.2024 08:00;;Missing;;20,4;0,14;0,14;20,4
1.6.2024 09:00;;Missing;;22,3;0,12;0,12;22,3
1.6.2024 10:00;;Missing;;24,0;0,21;0,21;24,0
1.6.2024 11:00;;Missing;;24,8;0,90;0,90;24,8
1.6.2024 12:00;;Missing;;26,2;0,98;0,98;26,2
1.6.2024 13:00;;Missing;;26,2;0,20;0,20;26,2
1.6.2024 14:00;;Missing;;26,5;0,18;0,18;26,5
1.6.2024 15:00;;Missing;;24,6;0,73;0,73;24,6
1.6.2024 16:00;;Missing;;23,5;0,69;0,69;23,5
1.6.2024 17:00;;Missing;;21,7;0,54;0,54;21,7
1.6.2024 18:00;;Missing;;22,4;0,27;0,27;22,4
1.6.2024 19:00;;Missing;;22,5;0,24;0,24;22,5
1.6.2024 20:00;;Missing;;24,0;0,25;0,25;24,0
1.6.2024 21:00;;Missing;;23,7;0,23;0,23;23,7
1.6.2024 22:00;;Missing;;21,7;0,36;0,36;21,7
1.6.2024 23:00;;Missing;;17,4;0,33;0,33;17,4
2.6.2024 00:00;;Missing;;14,5;0,60;0,60;14,5
2.6.2024 01:00;;Missing;;14,1;1,39;1,39;14,1
2.6.2024 02:00;;Missing;;12,3;0,74;0,74;12,3
2.6.2024 03:00;;Missing;;12,1;0,25;0,25;12,1
2.6.2024 04:00;;Missing;;11,5;0,18;0,18;11,5
2.6.2024 05:00;;Missing;;12,3;0,16;0,16;12,3
2.6.2024 06:00;;Missing;;15,1;0,18;0,18;15,1
2.6.2024 07:00;;Missing;;18,0;0,16;0,16;18,0
2.6.2024 08:00;;Missing;;19,1;0,21;0,21;19,1
2.6.2024 09:00;;Missing;;20,0;0,65;0,65;20,0
2.6.2024 10:00;;Missing;;20,9;0,37;0,37;20,9
2.6.2024 11:00;;Missing;;21,9;0,27;0,27;21,9
2.6.2024 12:00;;Missing;;22,0;0,21;0,21;22,0
2.6.2024 13:00;;Missing;;20,7;0,32;0,32;20,7
2.6.2024 14:00;;Missing;;21,9;0,29;0,29;21,9
2.6.2024 15:00;;Missing;;21,9;0,18;0,18;21,9
2.6.2024 16:00;;Missing;;19,1;0,21;0,21;19,1
2.6.2024 17:00;;Missing;;19,6;0,27;0,27;19,6
2.6.2024 18:00;;Missing;;19,5;1,42;1,42;19,5
2.6.2024 19:00;;Missing;;19,8;1,23;1,23;19,8
2.6.2024 20:00;;Missing;;19,9;0,91;0,91;19,9
2.6.2024 21:00;;Missing;;20,3;0,29;0,29;20,3
2.6.2024 22:00;;Missing;;18,6;0,37;0,37;18,6
2.6.2024 23:00;;Missing;;14,7;0,31;0,31;14,7
3.6.2024 00:00;;Missing;;12,8;0,23;0,23;12,8
3.6.2024 01:00;;Missing;;13,1;0,95;0,95;13,1
3.6.2024 02:00;;Missing;;11,0;0,52;0,52;11,0
3.6.2024 03:00;;Missing;;9,8;0,42;0,42;9,8
3.6.2024 04:00;;Missing;;9,7;0,16;0,16;9,7
3.6.2024 05:00;;Missing;;9,8;0,18;0,18;9,8
3.6.2024 06:00;;Missing;;12,8;0,16;0,16;12,8
3.6.2024 07:00;;Missing;;16,5;0,16;0,16;16,5
3.6.2024 08:00;;Missing;;18,2;0,18;0,18;18,2
3.6.2024 09:00;;Missing;;20,8;0,65;0,65;20,8
3.6.2024 10:00;;Missing;;22,3;0,23;0,23;22,3
3.6.2024 11:00;;Missing;;22,4;0,24;0,24;22,4
3.6.2024 12:00;;Missing;;23,8;0,24;0,24;23,8
3.6.2024 13:00;;Missing;;22,1;0,22;0,22;22,1
3.6.2024 14:00;;Missing;;22,2;0,26;0,26;22,2
3.6.2024 15:00;;Missing;;21,3;0,58;0,58;21,3
3.6.2024 16:00;;Missing;;20,9;0,21;0,21;20,9
3.6.2024 17:00;;Missing;;21,4;0,19;0,19;21,4
3.6.2024 18:00;;Missing;;21,0;0,21;0,21;21,0
3.6.2024 19:00;;Missing;;20,3;0,22;0,22;20,3
3.6.2024 20:00;;Missing;;19,5;0,61;0,61;19,5
3.6.2024 21:00;;Missing;;19,3;0,18;0,18;19,3
3.6.2024 22:00;;Missing;;17,5;0,29;0,29;17,5
3.6.2024 23:00;;Missing;;14,1;0,27;0,27;14,1
4.6.2024 00:00;;Missing;;12,2;0,19;0,19;12,2
4.6.2024 01:00;;Missing;;12,1;0,69;0,69;12,1
4.6.2024 02:00;;Missing;;13,0;0,67;0,67;13,0
4.6.2024 03:00;;Missing;;13,2;0,14;0,14;13,2
4.6.2024 04:00;;Missing;;14,1;0,17;0,17;14,1
4.6.2024 05:00;;Missing;;13,8;0,16;0,16;13,8
4.6.2024 06:00;;Missing;;14,1;0,15;0,15;14,1
4.6.2024 07:00;;Missing;;14,7;0,16;0,16;14,7
4.6.2024 08:00;;Missing;;15,0;0,16;0,16;15,0
4.6.2024 09:00;;Missing;;15,6;0,44;0,44;15,6
4.6.2024 10:00;;Missing;;16,9;0,25;0,25;16,9
4.6.2024 11:00;;Missing;;17,2;0,41;0,41;17,2
4.6.2024 12:00;;Missing;;18,5;0,80;0,80;18,5
4.6.2024 13:00;;Missing;;17,8;0,69;0,69;17,8
4.6.2024 14:00;;Missing;;17,7;0,26;0,26;17,7
4.6.2024 15:00;;Missing;;17,8;0,22;0,22;17,8
4.6.2024 16:00;;Missing;;17,5;0,40;0,40;17,5
4.6.2024 17:00;;Missing;;17,6;0,47;0,47;17,6
4.6.2024 18:00;;Missing;;16,6;0,11;0,11;16,6
4.6.2024 19:00;;Missing;;16,5;0,08;0,08;16,5
4.6.2024 20:00;;Missing;;16,0;0,10;0,10;16,0
4.6.2024 21:00;;Missing;;15,5;0,10;0,10;15,5
4.6.2024 22:00;;Missing;;13,6;0,10;0,10;13,6
4.6.2024 23:00;;Missing;;12,4;0,13;0,13;12,4
5.6.2024 00:00;;Missing;;8,6;0,22;0,22;8,6
5.6.2024 01:00;;Missing;;6,9;0,89;0,89;6,9
5.6.2024 02:00;;Missing;;5,4;0,87;0,87;5,4
5.6.2024 03:00;;Missing;;5,2;0,54;0,54;5,2
5.6.2024 04:00;;Missing;;4,1;0,27;0,27;4,1
5.6.2024 05:00;;Missing;;5,2;0,15;0,15;5,2
5.6.2024 06:00;;Missing;;7,4;0,13;0,13;7,4
5.6.2024 07:00;;Missing;;11,6;0,12;0,12;11,6
5.6.2024 08:00;;Missing;;15,5;0,17;0,17;15,5
5.6.2024 09:00;;Missing;;17,6;0,83;0,83;17,6
5.6.2024 10:00;;Missing;;20,1;0,59;0,59;20,1
5.6.2024 11:00;;Missing;;22,3;0,23;0,23;22,3
5.6.2024 12:00;;Missing;;22,6;0,58;0,58;22,6
5.6.2024 13:00;;Missing;;24,0;0,31;0,31;24,0
5.6.2024 14:00;;Missing;;24,1;0,30;0,30;24,1
5.6.2024 15:00;;Missing;;24,9;0,47;0,47;24,9
5.6.2024 16:00;;Missing;;24,5;0,34;0,34;24,5
5.6.2024 17:00;;Missing;;24,6;0,22;0,22;24,6
5.6.2024 18:00;;Missing;;24,9;0,37;0,37;24,9
5.6.2024 19:00;;Missing;;22,5;0,22;0,22;22,5
5.6.2024 20:00;;Missing;;22,3;0,19;0,19;22,3
5.6.2024 21:00;;Missing;;21,2;0,15;0,15;21,2
5.6.2024 22:00;;Missing;;21,5;0,15;0,15;21,5
5.6.2024 23:00;;Missing;;19,1;0,19;0,19;19,1
6.6.2024 00:00;;Missing;;17,1;0,42;0,42;17,1
6.6.2024 01:00;;Missing;;18,4;0,75;0,75;18,4
6.6.2024 02:00;;Missing;;16,7;0,27;0,27;16,7
6.6.2024 03:00;;Missing;;13,7;0,72;0,72;13,7
6.6.2024 04:00;;Missing;;11,4;0,65;0,65;11,4
6.6.2024 05:00;;Missing;;11,4;0,16;0,16;11,4
6.6.2024 06:00;;Missing;;12,7;0,17;0,17;12,7
6.6.2024 07:00;;Missing;;16,9;0,15;0,15;16,9
6.6.2024 08:00;;Missing;;17,3;0,19;0,19;17,3
6.6.2024 09:00;;Missing;;18,0;0,28;0,28;18,0
6.6.2024 10:00;;Missing;;19,5;0,36;0,36;19,5
6.6.2024 11:00;;Missing;;20,8;0,31;0,31;20,8
6.6.2024 12:00;;Missing;;21,2;0,92;0,92;21,2
6.6.2024 13:00;;Missing;;21,3;0,23;0,23;21,3
6.6.2024 14:00;;Missing;;21,5;0,20;0,20;21,5
6.6.2024 15:00;;Missing;;21,3;0,17;0,17;21,3
6.6.2024 16:00;;Missing;;18,9;0,52;0,52;18,9
6.6.2024 17:00;;Missing;;18,8;1,00;1,00;18,8
6.6.2024 18:00;;Missing;;17,0;0,35;0,35;17,0
6.6.2024 19:00;;Missing;;14,7;0,95;0,95;14,7
6.6.2024 20:00;;Missing;;13,8;1,06;1,06;13,8
6.6.2024 21:00;;Missing;;12,0;0,86;0,86;12,0
6.6.2024 22:00;;Missing;;10,7;0,39;0,39;10,7
6.6.2024 23:00;;Missing;;10,7;0,36;0,36;10,7
7.6.2024 00:00;;Missing;;10,6;0,57;0,57;10,6
7.6.2024 01:00;;Missing;;9,5;0,46;0,46;9,5
7.6.2024 02:00;;Missing;;8,7;0,51;0,51;8,7
7.6.2024 03:00;;Missing;;8,2;0,14;0,14;8,2
7.6.2024 04:00;;Missing;;8,9;0,15;0,15;8,9
7.6.2024 05:00;;Missing;;8,8;0,11;0,11;8,8
7.6.2024 06:00;;Missing;;9,3;0,13;0,13;9,3
7.6.2024 07:00;;Missing;;10,3;0,13;0,13;10,3
7.6.2024 08:00;;Missing;;11,3;0,12;0,12;11,3
7.6.2024 09:00;;Missing;;13,3;0,20;0,20;13,3
7.6.2024 10:00;;Missing;;15,6;0,29;0,29;15,6
7.6.2024 11:00;;Missing;;16,0;0,27;0,27;16,0
7.6.2024 12:00;;Missing;;16,5;1,21;1,21;16,5
7.6.2024 13:00;;Missing;;17,1;0,74;0,74;17,1
7.6.2024 14:00;;Missing;;17,3;0,16;0,16;17,3
7.6.2024 15:00;;Missing;;17,6;0,23;0,23;17,6
7.6.2024 16:00;;Missing;;17,4;0,30;0,30;17,4
7.6.2024 17:00;;Missing;;16,8;0,22;0,22;16,8
7.6.2024 18:00;;Missing;;16,3;0,20;0,20;16,3
7.6.2024 19:00;;Missing;;16,0;0,27;0,27;16,0
7.6.2024 20:00;;Missing;;15,1;1,76;1,76;15,1
7.6.2024 21:00;;Missing;;13,2;0,17;0,17;13,2
7.6.2024 22:00;;Missing;;12,5;0,70;0,70;12,5
7.6.2024 23:00;;Missing;;12,4;0,18;0,18;12,4
8.6.2024 00:00;;Missing;;11,3;0,65;0,65;11,3
8.6.2024 01:00;;Missing;;9,4;0,73;0,73;9,4
8.6.2024 02:00;;Missing;;6,9;0,67;0,67;6,9
8.6.2024 03:00;;Missing;;5,2;0,14;0,14;5,2
8.6.2024 04:00;;Missing;;4,6;0,14;0,14;4,6
8.6.2024 05:00;;Missing;;5,6;0,15;0,15;5,6
8.6.2024 06:00;;Missing;;8,6;0,13;0,13;8,6
8.6.2024 07:00;;Missing;;13,1;0,11;0,11;13,1
8.6.2024 08:00;;Missing;;13,2;0,13;0,13;13,2
8.6.2024 09:00;;Missing;;14,8;0,18;0,18;14,8
8.6.2024 10:00;;Missing;;16,4;0,35;0,35;16,4
8.6.2024 11:00;;Missing;;17,3;0,57;0,57;17,3
8.6.2024 12:00;;Missing;;16,9;0,18;0,18;16,9
8.6.2024 13:00;;Missing;;15,0;0,12;0,12;15,0
8.6.2024 14:00;;Missing;;14,8;0,12;0,12;14,8
8.6.2024 15:00;;Missing;;17,1;0,11;0,11;17,1
8.6.2024 16:00;;Missing;;16,2;0,12;0,12;16,2
8.6.2024 17:00;;Missing;;16,8;0,27;0,27;16,8
8.6.2024 18:00;;Missing;;14,9;0,87;0,87;14,9
8.6.2024 19:00;;Missing;;16,0;0,33;0,33;16,0
8.6.2024 20:00;;Missing;;15,9;0,31;0,31;15,9
8.6.2024 21:00;;Missing;;15,7;0,81;0,81;15,7
8.6.2024 22:00;;Missing;;13,6;0,32;0,32;13,6
8.6.2024 23:00;;Missing;;9,5;0,32;0,32;9,5
9.6.2024 00:00;;Missing;;8,1;0,34;0,34;8,1
9.6.2024 01:00;;Missing;;7,4;0,33;0,33;7,4
9.6.2024 02:00;;Missing;;8,9;0,76;0,76;8,9
9.6.2024 03:00;;Missing;;7,8;0,53;0,53;7,8
9.6.2024 04:00;;Missing;;8,2;0,49;0,49;8,2
9.6.2024 05:00;;Missing;;9,6;0,23;0,23;9,6
9.6.2024 06:00;;Missing;;11,6;0,16;0,16;11,6
9.6.2024 07:00;;Missing;;13,7;0,17;0,17;13,7
9.6.2024 08:00;;Missing;;15,5;0,15;0,15;15,5
9.6.2024 09:00;;Missing;;17,4;0,21;0,21;17,4
9.6.2024 10:00;;Missing;;17,7;0,71;0,71;17,7
9.6.2024 11:00;;Missing;;17,4;0,44;0,44;17,4
9.6.2024 12:00;;Missing;;15,7;0,46;0,46;15,7
9.6.2024 13:00;;Missing;;17,0;0,14;0,14;17,0
9.6.2024 14:00;;Missing;;16,6;0,12;0,12;16,6
9.6.2024 15:00;;Missing;;19,5;0,13;0,13;19,5
9.6.2024 16:00;;Missing;;18,6;0,11;0,11;18,6
9.6.2024 17:00;;Missing;;20,9;0,15;0,15;20,9
9.6.2024 18:00;;Missing;;19,3;0,49;0,49;19,3
9.6.2024 19:00;;Missing;;18,8;0,24;0,24;18,8
9.6.2024 20:00;;Missing;;16,8;0,60;0,60;16,8
9.6.2024 21:00;;Missing;;11,8;0,30;0,30;11,8
9.6.2024 22:00;;Missing;;11,4;0,29;0,29;11,4
9.6.2024 23:00;;Missing;;10,1;0,24;0,24;10,1
10.6.2024 00:00;;Missing;;9,3;0,72;0,72;9,3
10.6.2024 01:00;;Missing;;9,2;0,64;0,64;9,2
10.6.2024 02:00;;Missing;;9,1;0,13;0,13;9,1
10.6.2024 03:00;;Missing;;9,0;0,13;0,13;9,0
10.6.2024 04:00;;Missing;;8,7;0,13;0,13;8,7
10.6.2024 05:00;;Missing;;8,6;0,15;0,15;8,6
10.6.2024 06:00;;Missing;;8,8;0,12;0,12;8,8
10.6.2024 07:00;;Missing;;9,8;0,13;0,13;9,8
10.6.2024 08:00;;Missing;;10,7;0,29;0,29;10,7
10.6.2024 09:00;;Missing;;12,2;0,26;0,26;12,2
10.6.2024 10:00;;Missing;;14,2;0,21;0,21;14,2
10.6.2024 11:00;;Missing;;15,5;0,60;0,60;15,5
10.6.2024 12:00;;Missing;;16,0;0,58;0,58;16,0
10.6.2024 13:00;;Missing;;16,3;0,20;0,20;16,3
10.6.2024 14:00;;Missing;;16,1;0,20;0,20;16,1
10.6.2024 15:00;;Missing;;15,4;0,20;0,20;15,4
10.6.2024 16:00;;Missing;;17,2;0,19;0,19;17,2
10.6.2024 17:00;;Missing;;15,4;0,36;0,36;15,4
10.6.2024 18:00;;Missing;;14,9;0,31;0,31;14,9
10.6.2024 19:00;;Missing;;14,0;0,34;0,34;14,0
10.6.2024 20:00;;Missing;;14,2;0,41;0,41;14,2
10.6.2024 21:00;;Missing;;12,4;0,24;0,24;12,4
10.6.2024 22:00;;Missing;;10,8;0,25;0,25;10,8
10.6.2024 23:00;;Missing;;10,2;0,26;0,26;10,2
11.6.2024 00:00;;Missing;;9,0;0,77;0,77;9,0
11.6.2024 01:00;;Missing;;8,9;0,61;0,61;8,9
11.6.2024 02:00;;Missing;;8,6;0,37;0,37;8,6
11.6.2024 03:00;;Missing;;7,5;0,27;0,27;7,5
11.6.2024 04:00;;Missing;;5,8;0,23;0,23;5,8
11.6.2024 05:00;;Missing;;7,5;0,25;0,25;7,5
11.6.2024 06:00;;Missing;;10,0;0,23;0,23;10,0
11.6.2024 07:00;;Missing;;12,0;0,16;0,16;12,0
11.6.2024 08:00;;Missing;;13,6;0,36;0,36;13,6
11.6.2024 09:00;;Missing;;15,2;0,66;0,66;15,2
11.6.2024 10:00;;Missing;;14,6;0,18;0,18;14,6
11.6.2024 11:00;;Missing;;14,2;0,52;0,52;14,2
11.6.2024 12:00;;Missing;;12,0;0,30;0,30;12,0
11.6.2024 13:00;;Missing;;12,6;0,50;0,50;12,6
11.6.2024 14:00;;Missing;;13,5;0,23;0,23;13,5
11.6.2024 15:00;;Missing;;15,6;0,27;0,27;15,6
11.6.2024 16:00;;Missing;;13,0;0,25;0,25;13,0
11.6.2024 17:00;;Missing;;13,2;0,18;0,18;13,2
11.6.2024 18:00;;Missing;;13,9;0,33;0,33;13,9
11.6.2024 19:00;;Missing;;14,0;1,65;1,65;14,0
11.6.2024 20:00;;Missing;;13,4;0,81;0,81;13,4
11.6.2024 21:00;;Missing;;13,2;0,22;0,22;13,2
11.6.2024 22:00;;Missing;;11,3;0,40;0,40;11,3
11.6.2024 23:00;;Missing;;10,1;0,19;0,19;10,1
12.6.2024 00:00;;Missing;;9,4;0,19;0,19;9,4
12.6.2024 01:00;;Missing;;9,3;0,21;0,21;9,3
12.6.2024 02:00;;Missing;;9,3;0,76;0,76;9,3
12.6.2024 03:00;;Missing;;9,6;0,71;0,71;9,6
12.6.2024 04:00;;Missing;;10,3;0,20;0,20;10,3
12.6.2024 05:00;;Missing;;10,4;0,20;0,20;10,4
12.6.2024 06:00;;Missing;;11,1;0,18;0,18;11,1
12.6.2024 07:00;;Missing;;12,6;0,16;0,16;12,6
12.6.2024 08:00;;Missing;;13,4;0,20;0,20;13,4
12.6.2024 09:00;;Missing;;12,7;0,30;0,30;12,7
12.6.2024 10:00;;Missing;;10,8;0,19;0,19;10,8
12.6.2024 11:00;;Missing;;9,6;0,25;0,25;9,6
12.6.2024 12:00;;Missing;;10,1;0,49;0,49;10,1
12.6.2024 13:00;;Missing;;11,7;0,19;0,19;11,7
12.6.2024 14:00;;Missing;;12,6;0,19;0,19;12,6
12.6.2024 15:00;;Missing;;14,3;0,45;0,45;14,3
12.6.2024 16:00;;Missing;;16,3;0,25;0,25;16,3
12.6.2024 17:00;;Missing;;16,5;0,22;0,22;16,5
12.6.2024 18:00;;Missing;;14,8;0,20;0,20;14,8
12.6.2024 19:00;;Missing;;14,9;0,89;0,89;14,9
12.6.2024 20:00;;Missing;;15,2;0,23;0,23;15,2
12.6.2024 21:00;;Missing;;13,5;0,27;0,27;13,5
12.6.2024 22:00;;Missing;;11,1;0,22;0,22;11,1
12.6.2024 23:00;;Missing;;8,9;0,13;0,13;8,9
13.6.2024 00:00;;Missing;;7,6;1,02;1,02;7,6
13.6.2024 01:00;;Missing;;6,6;0,49;0,49;6,6
13.6.2024 02:00;;Missing;;5,4;0,61;0,61;5,4
13.6.2024 03:00;;Missing;;5,2;0,19;0,19;5,2
13.6.2024 04:00;;Missing;;5,0;0,15;0,15;5,0
13.6.2024 05:00;;Missing;;5,7;0,13;0,13;5,7
13.6.2024 06:00;;Missing;;8,9;0,13;0,13;8,9
13.6.2024 07:00;;Missing;;11,6;0,13;0,13;11,6
13.6.2024 08:00;;Missing;;15,3;0,12;0,12;15,3
13.6.2024 09:00;;Missing;;16,3;0,47;0,47;16,3
13.6.2024 10:00;;Missing;;17,6;0,19;0,19;17,6
13.6.2024 11:00;;Missing;;16,1;0,21;0,21;16,1
13.6.2024 12:00;;Missing;;16,9;0,99;0,99;16,9
13.6.2024 13:00;;Missing;;17,7;0,29;0,29;17,7
13.6.2024 14:00;;Missing;;16,5;0,17;0,17;16,5
13.6.2024 15:00;;Missing;;16,0;0,18;0,18;16,0
13.6.2024 16:00;;Missing;;16,6;0,48;0,48;16,6
13.6.2024 17:00;;Missing;;16,5;0,14;0,14;16,5
13.6.2024 18:00;;Missing;;17,2;0,15;0,15;17,2
13.6.2024 19:00;;Missing;;16,6;0,09;0,09;16,6
13.6.2024 20:00;;Missing;;16,1;0,12;0,12;16,1
13.6.2024 21:00;;Missing;;16,7;0,18;0,18;16,7
13.6.2024 22:00;;Missing;;14,8;0,20;0,20;14,8
13.6.2024 23:00;;Missing;;11,5;0,22;0,22;11,5
14.6.2024 00:00;;Missing;;10,6;0,20;0,20;10,6
14.6.2024 01:00;;Missing;;9,6;0,17;0,17;9,6
14.6.2024 02:00;;Missing;;7,7;0,71;0,71;7,7
14.6.2024 03:00;;Missing;;6,6;0,51;0,51;6,6
14.6.2024 04:00;;Missing;;6,7;0,43;0,43;6,7
14.6.2024 05:00;;Missing;;7,3;0,17;0,17;7,3
14.6.2024 06:00;;Missing;;10,2;0,17;0,17;10,2
14.6.2024 07:00;;Missing;;12,3;0,17;0,17;12,3
14.6.2024 08:00;;Missing;;15,7;0,15;0,15;15,7
14.6.2024 09:00;;Missing;;17,8;0,21;0,21;17,8
14.6.2024 10:00;;Missing;;18,5;0,19;0,19;18,5
14.6.2024 11:00;;Missing;;17,8;1,27;1,27;17,8
14.6.2024 12:00;;Missing;;20,1;0,56;0,56;20,1
14.6.2024 13:00;;Missing;;13,5;0,23;0,23;13,5
14.6.2024 14:00;;Missing;;13,1;0,14;0,14;13,1
14.6.2024 15:00;;Missing;;15,3;0,28;0,28;15,3
14.6.2024 16:00;;Missing;;15,7;0,33;0,33;15,7
14.6.2024 17:00;;Missing;;13,3;0,14;0,14;13,3
14.6.2024 18:00;;Missing;;13,1;1,58;1,58;13,1
14.6.2024 19:00;;Missing;;12,5;0,63;0,63;12,5
14.6.2024 20:00;;Missing;;12,4;0,36;0,36;12,4
14.6.2024 21:00;;Missing;;12,2;0,37;0,37;12,2
14.6.2024 22:00;;Missing;;10,5;0,26;0,26;10,5
14.6.2024 23:00;;Missing;;10,7;0,32;0,32;10,7
15.6.2024 00:00;;Missing;;10,4;0,26;0,26;10,4
15.6.2024 01:00;;Missing;;10,2;0,27;0,27;10,2
15.6.2024 02:00;;Missing;;9,5;0,28;0,28;9,5
15.6.2024 03:00;;Missing;;8,8;0,18;0,18;8,8
15.6.2024 04:00;;Missing;;8,5;0,14;0,14;8,5
15.6.2024 05:00;;Missing;;8,4;0,14;0,14;8,4
15.6.2024 06:00;;Missing;;8,0;0,65;0,65;8,0
15.6.2024 07:00;;Missing;;12,4;0,53;0,53;12,4
15.6.2024 08:00;;Missing;;14,6;0,26;0,26;14,6
15.6.2024 09:00;;Missing;;14,7;0,35;0,35;14,7
15.6.2024 10:00;;Missing;;15,7;0,43;0,43;15,7
15.6.2024 11:00;;Missing;;15,4;0,76;0,76;15,4
15.6.2024 12:00;;Missing;;15,4;0,18;0,18;15,4
15.6.2024 13:00;;Missing;;12,8;0,17;0,17;12,8
15.6.2024 14:00;;Missing;;15,6;0,53;0,53;15,6
15.6.2024 15:00;;Missing;;16,4;0,17;0,17;16,4
15.6.2024 16:00;;Missing;;17,0;0,14;0,14;17,0
15.6.2024 17:00;;Missing;;17,7;0,14;0,14;17,7
15.6.2024 18:00;;Missing;;16,4;0,15;0,15;16,4
15.6.2024 19:00;;Missing;;15,9;0,14;0,14;15,9
15.6.2024 20:00;;Missing;;15,4;0,31;0,31;15,4
15.6.2024 21:00;;Missing;;15,8;0,38;0,38;15,8
15.6.2024 22:00;;Missing;;14,8;0,27;0,27;14,8
15.6.2024 23:00;;Missing;;11,0;0,26;0,26;11,0
16.6.2024 00:00;;Missing;;9,3;0,27;0,27;9,3
16.6.2024 01:00;;Missing;;8,2;0,27;0,27;8,2
16.6.2024 02:00;;Missing;;7,2;0,19;0,19;7,2
16.6.2024 03:00;;Missing;;7,2;0,66;0,66;7,2
16.6.2024 04:00;;Missing;;6,9;0,56;0,56;6,9
16.6.2024 05:00;;Missing;;7,1;0,25;0,25;7,1
16.6.2024 06:00;;Missing;;9,8;0,13;0,13;9,8
16.6.2024 07:00;;Missing;;13,3;0,14;0,14;13,3
