Time;Price (cent/kWh)
01/02/2024 1.59;-0,222
01/02/2024 2.59;-0,249
01/02/2024 3.59;-0,25
01/02/2024 4.59;-0,207
01/02/2024 5.59;-0,184
01/02/2024 6.59;-0,01
01/02/2024 7.59;0,382
01/02/2024 8.59;0,425
01/02/2024 9.59;0,549
01/02/2024 10.59;0,425
01/02/2024 11.59;0,342
01/02/2024 12.59;0,425
01/02/2024 13.59;0,363
01/02/2024 14.59;0,05
01/02/2024 15.59;0,099
01/02/2024 16.59;0,362
01/02/2024 17.59;0,448
01/02/2024 18.59;0,306
01/02/2024 19.59;0,26
01/02/2024 20.59;0
01/02/2024 21.59;0,001
01/02/2024 22.59;0
01/02/2024 23.59;-0,002
02/02/2024 0.59;-0,171
02/02/2024 1.59;-0,174
02/02/2024 2.59;-0,176
02/02/2024 3.59;-0,173
02/02/2024 4.59;-0,011
02/02/2024 5.59;0,001
02/02/2024 6.59;2,513
02/02/2024 7.59;2,888
02/02/2024 8.59;3,068
02/02/2024 9.59;3,155
02/02/2024 10.59;3,222
02/02/2024 11.59;3,148
02/02/2024 12.59;3,042
02/02/2024 13.59;2,892
02/02/2024 14.59;2,84
02/02/2024 15.59;2,851
02/02/2024 16.59;2,608
02/02/2024 17.59;2,573
02/02/2024 18.59;2,327
02/02/2024 19.59;1,803
02/02/2024 20.59;1,374
02/02/2024 21.59;0,921
02/02/2024 22.59;0,099
02/02/2024 23.59;-0,001
03/02/2024 0.59;-0,1
03/02/2024 1.59;-0,149
03/02/2024 2.59;-0,18
03/02/2024 3.59;-0,205
03/02/2024 4.59;-0,203
03/02/2024 5.59;-0,183
03/02/2024 6.59;-0,041
03/02/2024 7.59;-0,006
03/02/2024 8.59;0,001
03/02/2024 9.59;0,262
03/02/2024 10.59;0,267
03/02/2024 11.59;0,004
03/02/2024 12.59;0
03/02/2024 13.59;-0,001
03/02/2024 14.59;-0,001
03/02/2024 15.59;0,061
03/02/2024 16.59;0,423
03/02/2024 17.59;1,277
03/02/2024 18.59;1,288
03/02/2024 19.59;0,434
03/02/2024 20.59;0,01
03/02/2024 21.59;0,179
03/02/2024 22.59;0,001
03/02/2024 23.59;-0,001
04/02/2024 0.59;-0,01
04/02/2024 1.59;-0,005
04/02/2024 2.59;-0,006
04/02/2024 3.59;-0,004
04/02/2024 4.59;-0,001
04/02/2024 5.59;-0,01
04/02/2024 6.59;0
04/02/2024 7.59;0,13
04/02/2024 8.59;1,1
04/02/2024 9.59;1,219
04/02/2024 10.59;1,348
04/02/2024 11.59;1,588
04/02/2024 12.59;1,714
04/02/2024 13.59;1,193
04/02/2024 14.59;1,611
04/02/2024 15.59;1,949
04/02/2024 16.59;2,74
04/02/2024 17.59;4,371
04/02/2024 18.59;4,573
04/02/2024 19.59;4,377
04/02/2024 20.59;3,602
04/02/2024 21.59;3,04
04/02/2024 22.59;3,031
04/02/2024 23.59;2,634
05/02/2024 0.59;1,461
05/02/2024 1.59;1,321
05/02/2024 2.59;1,199
05/02/2024 3.59;0,619
05/02/2024 4.59;0,869
05/02/2024 5.59;5,131
05/02/2024 6.59;7,449
05/02/2024 7.59;9,373
05/02/2024 8.59;8,527
05/02/2024 9.59;7,051
05/02/2024 10.59;6,563
05/02/2024 11.59;5,43
05/02/2024 12.59;5,954
05/02/2024 13.59;6,019
05/02/2024 14.59;6,694
05/02/2024 15.59;6,918
05/02/2024 16.59;7,529
05/02/2024 17.59;8,49
05/02/2024 18.59;8,529
05/02/2024 19.59;7,668
05/02/2024 20.59;7,5
05/02/2024 21.59;7,397
05/02/2024 22.59;6,981
05/02/2024 23.59;6,484
06/02/2024 0.59;6,671
06/02/2024 1.59;6,593
06/02/2024 2.59;6,597
06/02/2024 3.59;6,598
06/02/2024 4.59;8,634
06/02/2024 5.59;30,989
06/02/2024 6.59;14,88
06/02/2024 7.59;23,809
06/02/2024 8.59;15,681
06/02/2024 9.59;18,166
06/02/2024 10.59;12,402
06/02/2024 11.59;12,402
06/02/2024 12.59;12,401
06/02/2024 13.59;12,4
06/02/2024 14.59;12,406
06/02/2024 15.59;14,879
06/02/2024 16.59;24,8
06/02/2024 17.59;30,991
06/02/2024 18.59;21,086
06/02/2024 19.59;19,219
06/02/2024 20.59;11,931
06/02/2024 21.59;14,88
06/02/2024 22.59;14,879
06/02/2024 23.59;11,161
07/02/2024 0.59;8,183
07/02/2024 1.59;7,972
07/02/2024 2.59;7,507
07/02/2024 3.59;8,059
07/02/2024 4.59;9,919
07/02/2024 5.59;13,64
07/02/2024 6.59;19,219
07/02/2024 7.59;17,185
07/02/2024 8.59;15,457
07/02/2024 9.59;15,194
07/02/2024 10.59;15,042
07/02/2024 11.59;15,755
07/02/2024 12.59;18,173
07/02/2024 13.59;14,667
07/02/2024 14.59;15,672
07/02/2024 15.59;18,702
07/02/2024 16.59;16,194
07/02/2024 17.59;16,628
07/02/2024 18.59;17,16
07/02/2024 19.59;13,603
07/02/2024 20.59;12,389
07/02/2024 21.59;12,216
07/02/2024 22.59;11,848
07/02/2024 23.59;11,795
08/02/2024 0.59;12,693
08/02/2024 1.59;11,034
08/02/2024 2.59;9,919
08/02/2024 3.59;8,949
08/02/2024 4.59;11,1
08/02/2024 5.59;16,555
08/02/2024 6.59;16,705
08/02/2024 7.59;16,32
08/02/2024 8.59;16,586
08/02/2024 9.59;14,08
08/02/2024 10.59;12,126
08/02/2024 11.59;11,392
08/02/2024 12.59;12,499
08/02/2024 13.59;15,314
08/02/2024 14.59;15,721
08/02/2024 15.59;16,121
08/02/2024 16.59;15,299
08/02/2024 17.59;16,468
08/02/2024 18.59;15,835
08/02/2024 19.59;15,863
08/02/2024 20.59;14,928
08/02/2024 21.59;13,971
08/02/2024 22.59;12,597
08/02/2024 23.59;12,4
09/02/2024 0.59;10,04
09/02/2024 1.59;9,856
09/02/2024 2.59;9,856
09/02/2024 3.59;10,056
09/02/2024 4.59;15
09/02/2024 5.59;20,698
09/02/2024 6.59;24,135
09/02/2024 7.59;30,993
09/02/2024 8.59;30,804
09/02/2024 9.59;24,799
09/02/2024 10.59;15,395
09/02/2024 11.59;11,913
09/02/2024 12.59;12,77
09/02/2024 13.59;14,483
09/02/2024 14.59;17,454
09/02/2024 15.59;24,8
09/02/2024 16.59;19,22
09/02/2024 17.59;20,832
09/02/2024 18.59;21,08
09/02/2024 19.59;22,61
09/02/2024 20.59;19,22
09/02/2024 21.59;24,799
09/02/2024 22.59;21,804
09/02/2024 23.59;20,233
10/02/2024 0.59;22,32
10/02/2024 1.59;15,755
10/02/2024 2.59;16,127
10/02/2024 3.59;15,5
10/02/2024 4.59;15,75
10/02/2024 5.59;19,219
10/02/2024 6.59;16,74
10/02/2024 7.59;14,88
10/02/2024 8.59;13,359
10/02/2024 9.59;13,64
10/02/2024 10.59;12,778
10/02/2024 11.59;10,766
10/02/2024 12.59;11,482
10/02/2024 13.59;11,781
10/02/2024 14.59;12,285
10/02/2024 15.59;13,641
10/02/2024 16.59;16,121
10/02/2024 17.59;19,219
10/02/2024 18.59;15,039
10/02/2024 19.59;13,64
10/02/2024 20.59;9,914
10/02/2024 21.59;15,13
10/02/2024 22.59;12,776
10/02/2024 23.59;10,049
11/02/2024 0.59;9,265
11/02/2024 1.59;9,236
11/02/2024 2.59;8,029
11/02/2024 3.59;7,69
11/02/2024 4.59;6,943
11/02/2024 5.59;5,735
11/02/2024 6.59;6,1
11/02/2024 7.59;6,592
11/02/2024 8.59;6,827
11/02/2024 9.59;7,188
11/02/2024 10.59;7,584
11/02/2024 11.59;7,932
11/02/2024 12.59;8,474
11/02/2024 13.59;9,152
11/02/2024 14.59;9,91
11/02/2024 15.59;8,655
11/02/2024 16.59;8,437
11/02/2024 17.59;9,433
11/02/2024 18.59;9,702
11/02/2024 19.59;8,802
11/02/2024 20.59;7,848
11/02/2024 21.59;8,18
11/02/2024 22.59;8,013
11/02/2024 23.59;7,115
12/02/2024 0.59;8,06
12/02/2024 1.59;7,433
12/02/2024 2.59;7,29
12/02/2024 3.59;7,163
12/02/2024 4.59;7,342
12/02/2024 5.59;8,06
12/02/2024 6.59;11,789
12/02/2024 7.59;11,171
12/02/2024 8.59;12,522
12/02/2024 9.59;11,619
12/02/2024 10.59;10,292
12/02/2024 11.59;9,58
12/02/2024 12.59;8,291
12/02/2024 13.59;8,076
12/02/2024 14.59;8,06
12/02/2024 15.59;8
12/02/2024 16.59;9,4
12/02/2024 17.59;11,283
12/02/2024 18.59;11,534
12/02/2024 19.59;10,704
12/02/2024 20.59;9,49
12/02/2024 21.59;8,425
12/02/2024 22.59;7,905
12/02/2024 23.59;7,108
13/02/2024 0.59;6,067
13/02/2024 1.59;5,972
13/02/2024 2.59;5,644
13/02/2024 3.59;5,442
13/02/2024 4.59;5,473
13/02/2024 5.59;6,085
13/02/2024 6.59;5,979
13/02/2024 7.59;5,998
13/02/2024 8.59;6,02
13/02/2024 9.59;6,076
13/02/2024 10.59;6,159
13/02/2024 11.59;6,252
13/02/2024 12.59;6,338
13/02/2024 13.59;6,159
13/02/2024 14.59;6,04
13/02/2024 15.59;6,007
13/02/2024 16.59;6,076
13/02/2024 17.59;6,101
13/02/2024 18.59;6,119
13/02/2024 19.59;6,119
13/02/2024 20.59;6,038
13/02/2024 21.59;6,088
13/02/2024 22.59;5,963
13/02/2024 23.59;4,37
14/02/2024 0.59;3,074
14/02/2024 1.59;2,546
14/02/2024 2.59;2,517
14/02/2024 3.59;2,976
14/02/2024 4.59;4,019
14/02/2024 5.59;4,437
14/02/2024 6.59;5,809
14/02/2024 7.59;6,087
14/02/2024 8.59;6,194
14/02/2024 9.59;6,2
14/02/2024 10.59;6,21
14/02/2024 11.59;6,37
14/02/2024 12.59;6,357
14/02/2024 13.59;6,309
14/02/2024 14.59;6,199
14/02/2024 15.59;6,123
14/02/2024 16.59;6,21
14/02/2024 17.59;6,159
14/02/2024 18.59;6,085
14/02/2024 19.59;6,018
14/02/2024 20.59;6,05
14/02/2024 21.59;6,191
14/02/2024 22.59;6,047
14/02/2024 23.59;5,638
15/02/2024 0.59;5,787
15/02/2024 1.59;5,747
15/02/2024 2.59;5,849
15/02/2024 3.59;5,952
15/02/2024 4.59;6,025
15/02/2024 5.59;6,128
15/02/2024 6.59;7,441
15/02/2024 7.59;8,061
15/02/2024 8.59;8,169
15/02/2024 9.59;9,445
15/02/2024 10.59;8,932
15/02/2024 11.59;8,406
15/02/2024 12.59;8,04
15/02/2024 13.59;7,987
15/02/2024 14.59;8,401
15/02/2024 15.59;9,037
15/02/2024 16.59;9,48
15/02/2024 17.59;10,169
15/02/2024 18.59;10,169
15/02/2024 19.59;8,676
15/02/2024 20.59;7,943
15/02/2024 21.59;6,876
15/02/2024 22.59;6,416
15/02/2024 23.59;5,999
16/02/2024 0.59;4,736
16/02/2024 1.59;4,285
16/02/2024 2.59;4,03
16/02/2024 3.59;3,74
16/02/2024 4.59;3,706
16/02/2024 5.59;4,072
16/02/2024 6.59;4,44
16/02/2024 7.59;4,845
16/02/2024 8.59;4,822
16/02/2024 9.59;4,722
16/02/2024 10.59;4,426
16/02/2024 11.59;4,366
16/02/2024 12.59;4,481
16/02/2024 13.59;4,091
16/02/2024 14.59;4,011
16/02/2024 15.59;3,88
16/02/2024 16.59;4,21
16/02/2024 17.59;4,319
16/02/2024 18.59;3,72
16/02/2024 19.59;3,719
16/02/2024 20.59;3,269
16/02/2024 21.59;3,163
16/02/2024 22.59;3,029
16/02/2024 23.59;2,425
17/02/2024 0.59;2,396
17/02/2024 1.59;2,341
17/02/2024 2.59;2,285
17/02/2024 3.59;1,639
17/02/2024 4.59;1,384
17/02/2024 5.59;1,239
17/02/2024 6.59;1,378
17/02/2024 7.59;2,137
17/02/2024 8.59;2,453
17/02/2024 9.59;2,657
17/02/2024 10.59;2,577
17/02/2024 11.59;2,097
17/02/2024 12.59;1,637
17/02/2024 13.59;1,515
17/02/2024 14.59;1,612
17/02/2024 15.59;2,397
17/02/2024 16.59;2,915
17/02/2024 17.59;3,265
17/02/2024 18.59;3,275
17/02/2024 19.59;3,207
17/02/2024 20.59;3,186
17/02/2024 21.59;3,25
17/02/2024 22.59;3,151
17/02/2024 23.59;3,045
18/02/2024 0.59;1,691
18/02/2024 1.59;1,7
18/02/2024 2.59;3,086
18/02/2024 3.59;3,524
18/02/2024 4.59;4,139
18/02/2024 5.59;4,333
18/02/2024 6.59;4,711
18/02/2024 7.59;4,912
18/02/2024 8.59;5,177
18/02/2024 9.59;5,336
18/02/2024 10.59;5,016
18/02/2024 11.59;5,084
18/02/2024 12.59;4,972
18/02/2024 13.59;4,945
18/02/2024 14.59;5,316
18/02/2024 15.59;5,786
18/02/2024 16.59;5,719
18/02/2024 17.59;5,799
18/02/2024 18.59;5,71
18/02/2024 19.59;5,349
18/02/2024 20.59;5,005
18/02/2024 21.59;5,349
18/02/2024 22.59;5,547
18/02/2024 23.59;5,418
19/02/2024 0.59;5,325
19/02/2024 1.59;5,265
19/02/2024 2.59;5,482
19/02/2024 3.59;5,445
19/02/2024 4.59;5,57
19/02/2024 5.59;6,395
19/02/2024 6.59;8,059
19/02/2024 7.59;9,807
19/02/2024 8.59;10,396
19/02/2024 9.59;9,304
19/02/2024 10.59;9,769
19/02/2024 11.59;9,986
19/02/2024 12.59;9,02
19/02/2024 13.59;8,479
19/02/2024 14.59;7,983
19/02/2024 15.59;8,258
19/02/2024 16.59;8,654
19/02/2024 17.59;9,295
19/02/2024 18.59;11,756
19/02/2024 19.59;9,63
19/02/2024 20.59;7,534
19/02/2024 21.59;6,963
19/02/2024 22.59;6,63
19/02/2024 23.59;6,535
20/02/2024 0.59;5,824
20/02/2024 1.59;5,574
20/02/2024 2.59;5,337
20/02/2024 3.59;5,241
20/02/2024 4.59;5,361
20/02/2024 5.59;6,491
20/02/2024 6.59;7,431
20/02/2024 7.59;10,622
20/02/2024 8.59;11
20/02/2024 9.59;9,645
20/02/2024 10.59;9,947
20/02/2024 11.59;11,533
20/02/2024 12.59;11,176
20/02/2024 13.59;10,298
20/02/2024 14.59;9,967
20/02/2024 15.59;9,305
20/02/2024 16.59;11,295
20/02/2024 17.59;11,541
20/02/2024 18.59;11,441
20/02/2024 19.59;8,681
20/02/2024 20.59;6,82
20/02/2024 21.59;6,653
20/02/2024 22.59;5,196
20/02/2024 23.59;4,465
21/02/2024 0.59;4,634
21/02/2024 1.59;4,562
21/02/2024 2.59;4,566
21/02/2024 3.59;4,566
21/02/2024 4.59;4,706
21/02/2024 5.59;4,838
21/02/2024 6.59;5,3
21/02/2024 7.59;6,62
21/02/2024 8.59;6,857
21/02/2024 9.59;6,966
21/02/2024 10.59;6,889
21/02/2024 11.59;6,863
21/02/2024 12.59;6,416
21/02/2024 13.59;6,199
21/02/2024 14.59;6,401
21/02/2024 15.59;6,279
21/02/2024 16.59;6,55
21/02/2024 17.59;6,912
21/02/2024 18.59;6,801
21/02/2024 19.59;6,532
21/02/2024 20.59;5,708
21/02/2024 21.59;5,101
21/02/2024 22.59;4,882
21/02/2024 23.59;4,263
22/02/2024 0.59;3,842
22/02/2024 1.59;3,4
22/02/2024 2.59;3,357
22/02/2024 3.59;3,466
22/02/2024 4.59;4,163
22/02/2024 5.59;5,756
22/02/2024 6.59;7,213
22/02/2024 7.59;7,063
22/02/2024 8.59;8,059
22/02/2024 9.59;8,059
22/02/2024 10.59;7,436
22/02/2024 11.59;8,059
22/02/2024 12.59;6,485
22/02/2024 13.59;4,38
22/02/2024 14.59;4,333
22/02/2024 15.59;4,272
22/02/2024 16.59;4,231
22/02/2024 17.59;4,233
22/02/2024 18.59;4,194
22/02/2024 19.59;3,874
22/02/2024 20.59;3,722
22/02/2024 21.59;3,031
22/02/2024 22.59;1,495
22/02/2024 23.59;0,242
23/02/2024 0.59;0,198
23/02/2024 1.59;0,129
23/02/2024 2.59;0,043
23/02/2024 3.59;0
23/02/2024 4.59;0
23/02/2024 5.59;0
23/02/2024 6.59;0,324
23/02/2024 7.59;1,781
23/02/2024 8.59;1,82
23/02/2024 9.59;1,543
23/02/2024 10.59;0,62
23/02/2024 11.59;0,61
23/02/2024 12.59;0,823
23/02/2024 13.59;0,432
23/02/2024 14.59;0,024
23/02/2024 15.59;0,001
23/02/2024 16.59;0,298
23/02/2024 17.59;0,744
23/02/2024 18.59;0,666
23/02/2024 19.59;0,246
23/02/2024 20.59;0
23/02/2024 21.59;-0,009
23/02/2024 22.59;-0,015
23/02/2024 23.59;-0,098
24/02/2024 0.59;0
24/02/2024 1.59;0
24/02/2024 2.59;0,001
24/02/2024 3.59;0,424
24/02/2024 4.59;0,8
24/02/2024 5.59;1,758
24/02/2024 6.59;1,9
24/02/2024 7.59;2,274
24/02/2024 8.59;2,53
24/02/2024 9.59;3,027
24/02/2024 10.59;3,388
24/02/2024 11.59;3,536
24/02/2024 12.59;3,731
24/02/2024 13.59;3,776
24/02/2024 14.59;3,849
24/02/2024 15.59;4,145
24/02/2024 16.59;4,293
24/02/2024 17.59;4,481
24/02/2024 18.59;4,956
24/02/2024 19.59;5,326
24/02/2024 20.59;4,786
24/02/2024 21.59;5,192
24/02/2024 22.59;5,027
24/02/2024 23.59;4,536
25/02/2024 0.59;4,135
25/02/2024 1.59;4,155
25/02/2024 2.59;3,936
25/02/2024 3.59;3,877
25/02/2024 4.59;3,829
25/02/2024 5.59;3,783
25/02/2024 6.59;3,809
25/02/2024 7.59;3,828
25/02/2024 8.59;4,186
25/02/2024 9.59;4,35
25/02/2024 10.59;4,365
25/02/2024 11.59;4,237
25/02/2024 12.59;3,771
25/02/2024 13.59;3,734
25/02/2024 14.59;3,722
25/02/2024 15.59;3,719
25/02/2024 16.59;3,906
25/02/2024 17.59;3,927
25/02/2024 18.59;3,899
25/02/2024 19.59;3,819
25/02/2024 20.59;3,794
25/02/2024 21.59;3,844
25/02/2024 22.59;3,812
25/02/2024 23.59;3,721
26/02/2024 0.59;3,29
26/02/2024 1.59;3,347
26/02/2024 2.59;3,442
26/02/2024 3.59;3,571
26/02/2024 4.59;3,792
26/02/2024 5.59;4,335
26/02/2024 6.59;4,824
26/02/2024 7.59;4,992
26/02/2024 8.59;5,53
26/02/2024 9.59;5,739
26/02/2024 10.59;6,106
26/02/2024 11.59;6,677
26/02/2024 12.59;7,02
26/02/2024 13.59;6,985
26/02/2024 14.59;7,289
26/02/2024 15.59;6,701
26/02/2024 16.59;7,399
26/02/2024 17.59;7,441
26/02/2024 18.59;8,06
26/02/2024 19.59;7,441
26/02/2024 20.59;6,581
26/02/2024 21.59;7,893
26/02/2024 22.59;7,434
26/02/2024 23.59;7,301
27/02/2024 0.59;6,923
27/02/2024 1.59;6,635
27/02/2024 2.59;6,19
27/02/2024 3.59;6,303
27/02/2024 4.59;6,815
27/02/2024 5.59;6,904
27/02/2024 6.59;11,33
27/02/2024 7.59;11,933
27/02/2024 8.59;13,779
27/02/2024 9.59;12,906
27/02/2024 10.59;11,58
27/02/2024 11.59;9,921
27/02/2024 12.59;11,201
27/02/2024 13.59;7,336
27/02/2024 14.59;7,997
27/02/2024 15.59;7,069
27/02/2024 16.59;7,347
27/02/2024 17.59;7,435
27/02/2024 18.59;7,435
27/02/2024 19.59;4,617
27/02/2024 20.59;3,72
27/02/2024 21.59;3,456
27/02/2024 22.59;3,018
27/02/2024 23.59;2,525
28/02/2024 0.59;2,127
28/02/2024 1.59;2,084
28/02/2024 2.59;2,053
28/02/2024 3.59;2,06
28/02/2024 4.59;2,159
28/02/2024 5.59;2,299
28/02/2024 6.59;2,631
28/02/2024 7.59;3,184
28/02/2024 8.59;3,415
28/02/2024 9.59;3,4
28/02/2024 10.59;3,235
28/02/2024 11.59;3,07
28/02/2024 12.59;2,774
28/02/2024 13.59;2,655
28/02/2024 14.59;2,683
28/02/2024 15.59;2,744
28/02/2024 16.59;2,778
28/02/2024 17.59;2,831
28/02/2024 18.59;2,775
28/02/2024 19.59;2,613
28/02/2024 20.59;2,649
28/02/2024 21.59;2,556
28/02/2024 22.59;2,331
28/02/2024 23.59;2,055
29/02/2024 0.59;2,561
29/02/2024 1.59;2,422
29/02/2024 2.59;2,246
29/02/2024 3.59;2,144
29/02/2024 4.59;2,133
29/02/2024 5.59;2,265
29/02/2024 6.59;2,342
29/02/2024 7.59;2,554
29/02/2024 8.59;2,564
29/02/2024 9.59;2,485
29/02/2024 10.59;2,336
29/02/2024 11.59;2,088
29/02/2024 12.59;1,869
29/02/2024 13.59;1,652
29/02/2024 14.59;1,395
29/02/2024 15.59;1,145
29/02/2024 16.59;1,384
29/02/2024 17.59;1,531
29/02/2024 18.59;1,208
29/02/2024 19.59;0,806
29/02/2024 20.59;0,355
29/02/2024 21.59;0,04
29/02/2024 22.59;0
29/02/2024 23.59;-0,002
01/03/2024 0.59;0
01/03/2024 1.59;0
01/03/2024 2.59;0
01/03/2024 3.59;0
01/03/2024 4.59;0,001
01/03/2024 5.59;2,537
01/03/2024 6.59;2,852
01/03/2024 7.59;3,22
01/03/2024 8.59;3,471
01/03/2024 9.59;3,722
01/03/2024 10.59;3,693
01/03/2024 11.59;3,72
01/03/2024 12.59;3,842
01/03/2024 13.59;3,84
01/03/2024 14.59;3,677
01/03/2024 15.59;3,472
01/03/2024 16.59;3,223
01/03/2024 17.59;3,312
01/03/2024 18.59;3,653
01/03/2024 19.59;3,608
01/03/2024 20.59;3,296
01/03/2024 21.59;3,272
01/03/2024 22.59;3,321
01/03/2024 23.59;3,218
02/03/2024 0.59;3,865
02/03/2024 1.59;4,104
02/03/2024 2.59;4,3
02/03/2024 3.59;4,393
02/03/2024 4.59;4,581
02/03/2024 5.59;4,706
02/03/2024 6.59;4,52
02/03/2024 7.59;4,698
02/03/2024 8.59;4,951
02/03/2024 9.59;5,219
02/03/2024 10.59;5,137
02/03/2024 11.59;5,344
02/03/2024 12.59;5,421
02/03/2024 13.59;5,943
02/03/2024 14.59;6,119
02/03/2024 15.59;6,279
02/03/2024 16.59;7,34
02/03/2024 17.59;7,821
02/03/2024 18.59;7,927
02/03/2024 19.59;7,492
02/03/2024 20.59;6,336
02/03/2024 21.59;5,961
02/03/2024 22.59;7,11
02/03/2024 23.59;5,561
03/03/2024 0.59;6,395
03/03/2024 1.59;6,444
03/03/2024 2.59;6,511
03/03/2024 3.59;6,633
03/03/2024 4.59;6,66
03/03/2024 5.59;6,722
03/03/2024 6.59;6,778
03/03/2024 7.59;6,883
03/03/2024 8.59;6,791
03/03/2024 9.59;8,215
03/03/2024 10.59;9,575
03/03/2024 11.59;9,589
03/03/2024 12.59;9,429
03/03/2024 13.59;8,93
03/03/2024 14.59;8,897
03/03/2024 15.59;8,763
03/03/2024 16.59;8,434
03/03/2024 17.59;10,246
03/03/2024 18.59;10,547
03/03/2024 19.59;10,783
03/03/2024 20.59;9,559
03/03/2024 21.59;10,769
03/03/2024 22.59;12,239
03/03/2024 23.59;9,563
04/03/2024 0.59;12,533
04/03/2024 1.59;10,786
04/03/2024 2.59;8,434
04/03/2024 3.59;8,211
04/03/2024 4.59;8,441
04/03/2024 5.59;10,849
04/03/2024 6.59;12,53
04/03/2024 7.59;14,147
04/03/2024 8.59;14,146
04/03/2024 9.59;15,188
04/03/2024 10.59;12,502
04/03/2024 11.59;12,529
04/03/2024 12.59;11,506
04/03/2024 13.59;10,793
04/03/2024 14.59;10,373
04/03/2024 15.59;11,658
04/03/2024 16.59;11,904
04/03/2024 17.59;12,061
04/03/2024 18.59;13,042
04/03/2024 19.59;12,292
04/03/2024 20.59;9,984
04/03/2024 21.59;10,386
04/03/2024 22.59;12,637
04/03/2024 23.59;11,319
05/03/2024 0.59;8,558
05/03/2024 1.59;7,49
05/03/2024 2.59;7,001
05/03/2024 3.59;6,989
05/03/2024 4.59;8,344
05/03/2024 5.59;14,355
05/03/2024 6.59;13,67
05/03/2024 7.59;13,021
05/03/2024 8.59;14,261
05/03/2024 9.59;11,665
05/03/2024 10.59;11,768
05/03/2024 11.59;9,36
05/03/2024 12.59;10,541
05/03/2024 13.59;9,301
05/03/2024 14.59;8,679
05/03/2024 15.59;10,004
05/03/2024 16.59;9,784
05/03/2024 17.59;13,003
05/03/2024 18.59;13,718
05/03/2024 19.59;14,173
05/03/2024 20.59;11,692
05/03/2024 21.59;12,441
05/03/2024 22.59;12,586
05/03/2024 23.59;10,157
06/03/2024 0.59;7,938
06/03/2024 1.59;7,783
06/03/2024 2.59;7,709
06/03/2024 3.59;7,78
06/03/2024 4.59;8,05
06/03/2024 5.59;10,461
06/03/2024 6.59;12,338
06/03/2024 7.59;14,259
06/03/2024 8.59;13,479
06/03/2024 9.59;11,625
06/03/2024 10.59;9,1
06/03/2024 11.59;12,659
06/03/2024 12.59;10,208
06/03/2024 13.59;9,047
06/03/2024 14.59;8,759
06/03/2024 15.59;9,355
06/03/2024 16.59;10,454
06/03/2024 17.59;13,148
06/03/2024 18.59;14,787
06/03/2024 19.59;14,76
06/03/2024 20.59;11,526
06/03/2024 21.59;9,936
06/03/2024 22.59;9,67
06/03/2024 23.59;9,218
07/03/2024 0.59;9,093
07/03/2024 1.59;8,968
07/03/2024 2.59;8,722
07/03/2024 3.59;8,52
07/03/2024 4.59;8,666
07/03/2024 5.59;10,298
07/03/2024 6.59;16,124
07/03/2024 7.59;24,799
07/03/2024 8.59;17,731
07/03/2024 9.59;10,216
07/03/2024 10.59;13,37
07/03/2024 11.59;11,258
07/03/2024 12.59;10,812
07/03/2024 13.59;9,212
07/03/2024 14.59;8,353
07/03/2024 15.59;10,058
07/03/2024 16.59;12,026
07/03/2024 17.59;13,237
07/03/2024 18.59;13,828
07/03/2024 19.59;12,534
07/03/2024 20.59;9,908
07/03/2024 21.59;10,638
07/03/2024 22.59;9,906
07/03/2024 23.59;8,756
08/03/2024 0.59;8,284
08/03/2024 1.59;8,046
08/03/2024 2.59;8,044
08/03/2024 3.59;7,937
08/03/2024 4.59;8,397
08/03/2024 5.59;9,815
08/03/2024 6.59;11,924
08/03/2024 7.59;11,787
08/03/2024 8.59;14,032
08/03/2024 9.59;13,841
08/03/2024 10.59;9,764
08/03/2024 11.59;13,216
08/03/2024 12.59;10,272
08/03/2024 13.59;9,62
08/03/2024 14.59;9,066
08/03/2024 15.59;8,638
08/03/2024 16.59;9,92
08/03/2024 17.59;14,414
08/03/2024 18.59;14,863
08/03/2024 19.59;13,551
08/03/2024 20.59;8,542
08/03/2024 21.59;11,016
08/03/2024 22.59;10,192
08/03/2024 23.59;9,404
09/03/2024 0.59;10,89
09/03/2024 1.59;9,332
09/03/2024 2.59;9,271
09/03/2024 3.59;8,926
09/03/2024 4.59;9,098
09/03/2024 5.59;10,596
09/03/2024 6.59;9,283
09/03/2024 7.59;8,627
09/03/2024 8.59;9,62
09/03/2024 9.59;8,932
09/03/2024 10.59;10,541
09/03/2024 11.59;9,918
09/03/2024 12.59;9,798
09/03/2024 13.59;10,401
09/03/2024 14.59;9,243
09/03/2024 15.59;8,448
09/03/2024 16.59;8,149
09/03/2024 17.59;13,89
09/03/2024 18.59;17,278
09/03/2024 19.59;9,314
09/03/2024 20.59;8,391
09/03/2024 21.59;7,748
09/03/2024 22.59;8,131
09/03/2024 23.59;8,175
10/03/2024 0.59;9,301
10/03/2024 1.59;8,881
10/03/2024 2.59;8,567
10/03/2024 3.59;8,562
10/03/2024 4.59;8,716
10/03/2024 5.59;10,6
10/03/2024 6.59;8,927
10/03/2024 7.59;8,782
10/03/2024 8.59;8,988
10/03/2024 9.59;9,3
10/03/2024 10.59;10,823
10/03/2024 11.59;9,3
10/03/2024 12.59;8,587
10/03/2024 13.59;7,909
10/03/2024 14.59;7,364
10/03/2024 15.59;7,429
10/03/2024 16.59;7,785
10/03/2024 17.59;7,441
10/03/2024 18.59;7,433
10/03/2024 19.59;6,888
10/03/2024 20.59;6,201
